company_name,category_name,product_name,product_image,product_description,calorie_info,product_url
Wendy's,What's New,5 Pc Chicken Tenders Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-09/5%20PC%20Tenders%20Combo_0.png?itok=J6vRlMF2,"5 pieces of real, juicy chicken fillet lightly breaded and fried for a crispy, delicious bite.  Pair with your favourite sauce from our bold new lineup and you have a match made in heaven.",609 - 809 kcal,https://www.wendys.com/en-gb/5-pc-chicken-tenders-combo
Wendy's,What's New,Wendy's Signature Dip Pot,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-09/Wendy%27s%20Signature_0.png?itok=62m8VAy3,,,https://www.wendys.com/en-gb/wendys-signature-dip-pot
Wendy's,What's New,Smokin' Hot Dip Pot,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-09/Smokin%27%20Hot%20Dip%20Pot_0.png?itok=5jw5deC8,,,https://www.wendys.com/en-gb/smokin-hot-dip-pot-0
Wendy's,What's New,Buttermilk Ranch Dip Pot,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-09/Buttermilk%20Ranch%20Dip%20Pot%20%281%29.png?itok=VzPWzwMD,,,https://www.wendys.com/en-gb/buttermilk-ranch-dip-pot-0
Wendy's,What's New,Honey BBQ Dip Pot,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-09/BBQ%20Dip%20Pot_0.png?itok=zS3SIcxj,,,https://www.wendys.com/en-gb/honey-bbq-dip-pot-0
Wendy's,What's New,Sweet Chili Dip Pot,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-09/Sweet%20Chilli_0.png?itok=Neea3qv2,,,https://www.wendys.com/en-gb/sweet-chili-dip-pot-0
Wendy's,Breakfast Combos,Classic Egg & Cheese Sandwich Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-11/Egg%20Cheese%20Combo_0.png?itok=dtpWO-5S,A fresh-cracked free range egg on a warm Muffin with melted American cheese. Meet your new morning favourite.,611 - 694 kcal,https://www.wendys.com/en-gb/classic-egg-cheese-sandwich-combo-0
Wendy's,Breakfast Combos,"Classic Bacon, Egg & Cheese Sandwich Combo",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-04/Flattened_PNG-2025_ClassicBaconEggCheeseCombo_UK_0.png?itok=iEwRsEy2,"A fresh-cracked free range egg, Applewood smoked bacon covered in cheese on a warm  Muffin. Simple breakfast perfection.",676 - 759 kcal,https://www.wendys.com/en-gb/classic-bacon-egg-cheese-sandwich-combo
Wendy's,Breakfast Combos,"Classic Sausage, Egg & Cheese Sandwich Combo",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-04/Flattened_PNG-2025_ClassicSausageEggCheeseCombo_UK_0.png?itok=H8oh2Rvg,"We say basic breakfasts are cancelled. So we’re going all in with the breakfast combo featuring a piping hot sausage and egg muffin from the Wendy’s breakfast menu.The morning makerSandwiched between a soft, warm muffin, you’ll find a fresh-cracked free-range egg and a juicy grilled sausage covered in a blanket of melted cheese for simple breakfast perfection. Our sausage, egg and cheese sandwich is comfort food that never misses.Crank it up a notch with a warm drink and tasty hash brown bites made with fresh potatoes, seasoned with white pepper, onion powder and salt. Delicious.",769 - 852 kcal,https://www.wendys.com/en-gb/classic-sausage-egg-cheese-sandwich-combo
Wendy's,Breakfast Combos,"Breakfast Baconator Combo, Heinz Ketchup",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-11/Baconator%20Combo%20%281%29_0.png?itok=PgQ60ZoL,"Grilled sausage, American cheese, Applewood smoked bacon, a fresh-cracked free range egg, (deep breath) more cheese and more bacon all with Heinz Ketchup. Don't just break your fast. Destroy it.",920 - 1003 kcal,https://www.wendys.com/en-gb/breakfast-baconator-combo-heinz-ketchup
Wendy's,Breakfast Combos,"Breakfast Baconator Combo, HP Brown Sauce",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/Baconator%20Breakfast%20HP_0.png?itok=41bNP8m6,"Grilled sausage, American cheese, Applewood smoked bacon, a fresh-cracked free range egg, (deep breath) more cheese and more bacon all with HP Brown Sauce. Don't just break your fast. Destroy it.",920 - 1007 kcal,https://www.wendys.com/en-gb/breakfast-baconator-combo-hp-brown-sauce
Wendy's,Breakfast Combos,"Bacon Breakfast Wrap Combo, HP Brown Sauce",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-04/Flattened_PNG-2025_PHOTO_BACONWrapCombo-UK_HP_0.png?itok=SHvwzekt,"A soft, flour tortilla packed with Applewood Smoked bacon, crispy has brown bites, a fresh-cracked free-range egg, melted cheese and HP Brown Sauce. The answer to the question, “What if the greatest breakfast sandwich wasn’t a sandwich at all?”",647 - 730 kcal,https://www.wendys.com/en-gb/bacon-breakfast-wrap-combo-hp-brown-sauce-0
Wendy's,Breakfast Combos,"Sausage Breakfast Wrap Combo, HP Brown Sauce",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-11/Sausage%20Wrap%20Combo_0.png?itok=7c39piJZ,"A soft, flour tortilla packed with sausage, crispy hash brown bites, a fresh-cracked free-range egg, melted cheese and HP Brown Sauce. The only thing cozier than this breakfast is your bed.",731 - 823 kcal,https://www.wendys.com/en-gb/sausage-breakfast-wrap-combo-hp-brown-sauce-0
Wendy's,Breakfast Combos,"Bacon Breakfast Wrap Combo, Heinz Ketchup",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-04/Flattened_PNG-2025_PHOTO_BACONWrapCombo-UK_KETCHUP_0.png?itok=YMV4uPE_,"A soft, flour tortilla packed with Applewood Smoked bacon, crispy hash brown bites, a fresh-cracked free-range egg, melted cheese and Heinz Ketchup. The answer to the question, “What if the greatest breakfast sandwich wasn’t a sandwich at all?”",643 - 730 kcal,https://www.wendys.com/en-gb/bacon-breakfast-wrap-combo-heinz-ketchup-0
Wendy's,Breakfast Combos,"Sausage Breakfast Wrap Combo, Heinz Ketchup",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-11/Sausage%20wrap%20combo%20red_0.png?itok=DhPhyhUa,"A soft, flour tortilla packed with sausage, crispy hash brown bites, a fresh-cracked free-range egg, melted cheese and Heinz Ketchup. The only thing cozier than this breakfast is your bed.",731 - 823 kcal,https://www.wendys.com/en-gb/sausage-breakfast-wrap-combo-heinz-ketchup-0
Wendy's,Breakfast Combos,Egg & Cheese Breakfast Wrap Combo – HP Brown Sauce,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Egg%20%26%20Cheese%20Wrap%20Combo%20Brown_0.png?itok=1sXkTvzp,"A soft, flour tortilla packed with crispy hash brown bites, a fresh-cracked free-range egg, melted cheese and HP Brown Sauce. The answer to the question, “What if the greatest breakfast sandwich wasn’t a sandwich at all?”",561 - 646 kcal,https://www.wendys.com/en-gb/egg-cheese-breakfast-wrap-combo-hp-brown-sauce-1
Wendy's,Breakfast Combos,Egg & Cheese Breakfast Wrap Combo – Heinz Ketchup,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Egg%20%26%20Cheese%20Wrap%20Combo%20Red_0.png?itok=qwuNCjao,"A soft, flour tortilla packed with crispy hash brown bites, a fresh-cracked free-range egg, melted cheese and Heinz Ketchup. The answer to the question, “What if the greatest breakfast sandwich wasn’t a sandwich at all?”",561 - 646 kcal,https://www.wendys.com/en-gb/egg-cheese-breakfast-wrap-combo-heinz-ketchup-1
Wendy's,Breakfast Sandwiches,"Breakfast Baconator, Heinz Ketchup",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-04/Flattened_PNG-2025_Photo_Breakfast%20BACONATOR_KETCHUP_0.png?itok=l5KOvDRI,"Grilled sausage, American cheese, Applewood smoked bacon, a fresh-cracked free range egg, (deep breath) more cheese and more bacon all with Heinz Ketchup. Don't just break your fast. Destroy it.",628 kcal,https://www.wendys.com/en-gb/breakfast-baconator-heinz-ketchup
Wendy's,Breakfast Sandwiches,"Breakfast Baconator, HP Brown Sauce",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-04/Flattened_PNG-2025_Photo_Breakfast%20BACONATOR_HP_0.png?itok=40E0CHqr,"Grilled sausage, American cheese, Applewood smoked bacon, a fresh-cracked free range egg, (deep breath) more cheese and more bacon all with HP Brown Sauce. Don't just break your fast. Destroy it.",632 kcal,https://www.wendys.com/en-gb/breakfast-baconator-hp-brown-sauce
Wendy's,Breakfast Sandwiches,Classic Egg & Cheese Sandwich,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/Egg%26%20Cheese.png?itok=gCo4qLgj,A fresh-cracked free range egg on a warm Muffin with melted American cheese. Meet your new morning favourite.,319 kcal,https://www.wendys.com/en-gb/menu-items/egg-cheese-sandwich
Wendy's,Breakfast Sandwiches,Classic Sausage Egg & Cheese Sandwich,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/Sausage%20Egg%26%20Cheese.png?itok=NhtNVu4W,A fresh-cracked free range egg and a grilled breakfast sausage covered in cheese on a warm Muffin. Simple breakfast perfection.,459 kcal,https://www.wendys.com/en-gb/menu-items/sausage-cheese-sandwich
Wendy's,Breakfast Sandwiches,Classic Bacon Egg & Cheese Sandwich,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/Bacon%20Egg%26%20Cheese.png?itok=3Uc4GIE-,"A fresh-cracked free range egg, Applewood smoked bacon covered in cheese on a warm Muffin. Simple breakfast perfection.",375 kcal,https://www.wendys.com/en-gb/menu-items/bacon-cheese-sandwich
Wendy's,Breakfast Sandwiches,Egg Double Stack,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2024-10/EggDoublestack_UK_0.png?itok=QSdxRxdA,,419 kcal,https://www.wendys.com/en-gb/egg-double-stack
Wendy's,Breakfast Sandwiches,"Sausage butty, HP Brown Sauce",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2024-08/400x400_Kiosk_Breakfast-Buttys_SausageWBrown_UK_0.png?itok=2PR5o9yO,Rise and dine with the only sausage bap that’s worth getting out of bed for. It’s so simple but so good.Breakfast blissThis sausage butty from our Wendy’s breakfast menu comes with a juicy grilled sausage slathered with HP Brown Sauce all nestled inside a warm freshly toasted bun. The sausage breakfast roll is satisfying on its own or you can step it up with a hot drink and tasty breakfast side. No frills needed.,319 kcal,https://www.wendys.com/en-gb/sausage-butty-hp-brown-sauce
Wendy's,Breakfast Sandwiches,"Bacon butty, HP Brown Sauce",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2024-08/400x400_Kiosk_Breakfast-Buttys_BaconWBrown_UK_0.png?itok=YcrLwgTh,"Applewood smoked bacon served on a freshly toasted bun, with HP brown Sauce. Bacon Bliss on a Budget.",246 kcal,https://www.wendys.com/en-gb/bacon-butty-hp-brown-sauce
Wendy's,Breakfast Sandwiches,"Sausage butty, Heinz Ketchup",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2024-08/400x400_Kiosk_Breakfast-Buttys_SausageWKetchup_UK_0.png?itok=VpDw1hxH,Rise and dine with the only sausage bap that’s worth getting out of bed for. It’s so simple but so good.Breakfast blissThis sausage butty from our Wendy’s breakfast menu comes with a juicy grilled sausage slathered with Heinz Ketchup all nestled inside a warm freshly toasted bun. The sausage breakfast roll is satisfying on its own or you can step it up with a hot drink and tasty breakfast side. No frills needed.,315 kcal,https://www.wendys.com/en-gb/sausage-butty-heinz-ketchup
Wendy's,Breakfast Sandwiches,"Bacon butty, Heinz Ketchup",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2024-08/400x400_Kiosk_Breakfast-Buttys_BaconWketchup_UK_0.png?itok=Z3i078qN,"Applewood smoked bacon served on a freshly toasted bun, with Heinz ketchup. Bacon Bliss on a Budget",242 kcal,https://www.wendys.com/en-gb/bacon-butty-heinz-ketchup
Wendy's,Breakfast Wraps,"Bacon Breakfast Wrap, HP Brown Sauce",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-04/Flattened_PNG-2025_Photo_Breakfast%20Wrap_Bacon_HP_0.png?itok=sU1yBu-R,"A soft, flour tortilla packed with Applewood Smoked bacon, crispy hash brown bites, a fresh-cracked free-range egg, melted cheese and HP Brown Sauce. The answer to the question, “What if the greatest breakfast sandwich wasn’t a sandwich at all?”",355 kcal,https://www.wendys.com/en-gb/bacon-breakfast-wrap-hp-brown-sauce-0
Wendy's,Breakfast Wraps,"Sausage Breakfast Wrap, HP Brown Sauce",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-04/Flattened_PNG-2025_Photo_Breakfast%20Wrap_Sausage_HP_0.png?itok=tBHvFsNf,"A soft, flour tortilla packed with sausage, crispy hash brown bites, a fresh-cracked free-range egg, melted cheese and HP Brown Sauce. The only thing cozier than this breakfast is your bed.",452 kcal,https://www.wendys.com/en-gb/sausage-breakfast-wrap-hp-brown-sauce-0
Wendy's,Breakfast Wraps,"Bacon Breakfast Wrap, Heinz Ketchup",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-04/Flattened_PNG-2025_Photo_Breakfast%20Wrap_Bacon_Ketchup_0.png?itok=1l5WuirK,"A soft, flour tortilla packed with Applewood Smoked bacon, crispy hash brown bites, a fresh-cracked free-range egg, melted cheese and Heinz Ketchup. The answer to the question, “What if the greatest breakfast sandwich wasn’t a sandwich at all?”",355 kcal,https://www.wendys.com/en-gb/bacon-breakfast-wrap-heinz-ketchup-0
Wendy's,Breakfast Wraps,"Sausage Breakfast Wrap, Heinz Ketchup",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-04/Flattened_PNG-2025_Photo_Breakfast%20Wrap_Sausage_Ketchup_0.png?itok=MN0Rb06S,"A soft, flour tortilla packed with sausage, crispy hash brown bites, a fresh-cracked free-range egg, melted cheese and Heinz Ketchup. The only thing cozier than this breakfast is your bed.",448 kcal,https://www.wendys.com/en-gb/sausage-breakfast-wrap-heinz-ketchup-0
Wendy's,Breakfast Wraps,"Egg & Cheese Breakfast Wrap, HP Brown Sauce",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-04/Flattened_PNG-2025_Photo_Breakfast%20Wrap_egg_HP_0.png?itok=RnsdaKse,"A soft, flour tortilla packed with crispy hash brown bites, a fresh-cracked free-range egg, melted cheese and HP Brown Sauce. The answer to the question, “What if the greatest breakfast sandwich wasn’t a sandwich at all?”",290 kcal,https://www.wendys.com/en-gb/egg-cheese-breakfast-wrap-hp-brown-sauce-0
Wendy's,Breakfast Wraps,"Egg & Cheese Breakfast Wrap, Heinz Ketchup",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-04/Flattened_PNG-2025_Photo_Breakfast%20Wrap_egg_Ketchup_0.png?itok=Pm86WGov,"A soft, flour tortilla packed with crispy hash brown bites, a fresh-cracked free-range egg, melted cheese and Heinz Ketchup. The answer to the question, “What if the greatest breakfast sandwich wasn’t a sandwich at all?”",290 kcal,https://www.wendys.com/en-gb/egg-cheese-breakfast-wrap-heinz-ketchup-0
Wendy's,Breakfast Sides,Small Hash Brown Bites,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-05/400x400_Kiosk-4aa12cfb-669e-4dff-b07e-43f3fa131b4c_0.png?itok=KEa4ZJwg,,194 kcal,https://www.wendys.com/en-gb/small-hash-brown-bites
Wendy's,Breakfast Sides,Medium Hash Brown Bites,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-05/400x400_Kiosk-4e062404-c646-4865-9ebb-bdb8e1952a22_0.png?itok=iSY1FAdJ,,271 kcal,https://www.wendys.com/en-gb/medium-hash-brown-bites
Wendy's,Breakfast Sides,Large Hash Brown Bites,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-05/400x400_Kiosk-6442f224-5f1d-4a2a-8ee2-de9f7add35bc_0.png?itok=YoQ8yS55,,356 kcal,https://www.wendys.com/en-gb/large-hash-brown-bites
Wendy's,Breakfast Sides,Mini Doughnuts - 6pc,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-02/600x400_MobileAPP-b5d7a4b1-1da9-40b6-a689-2cdd03e81a8c_0.png?itok=1CzAkyjn,"Delight in a bite-sized treat! Light and fluffy mini ring doughnuts coated with a sugar and cinnamon topping.​ Available all-day, treat yourself to a playful, nostalgic dessert that's impossible to resist!",321 kcal,https://www.wendys.com/en-gb/mini-doughnuts-6pc
Wendy's,Biggie Deals,Biggie Bag £5,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-05/Biggie%20Bag%205-min_0.png?itok=Gok4-Xkg,"Fresh beef topped with cheese, pickles, onions, tomatoes, crisp lettuce, Heinz ketchup, and Heinz mayo. 4 Pieces of chicken fillet lightly breaded for a crispy outer, then fried to seal in the juicy goodness all with small fries and a small drink.",611 - 778 kcal,https://www.wendys.com/en-gb/biggie-bag-ps5
Wendy's,Biggie Deals,Biggie Bag £7.99 – Spicy Chicken,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-05/Flattened_PNG-2025_UK_Spicy-BiggieBag-min_0.png?itok=1j-M_t3a,"A juicy chicken breast marinated and breaded in our unique, fiery blend of peppers and spices to deliver more flavour inside and out, cooled down with crisp lettuce, tomato, and Heinz mayo. It's the original spicy chicken sandwich, and the one you crave. 4 Pieces of chicken fillet lightly breaded for a crispy outer, then fried to seal in the juicy goodness all with small fries and a small drink.",640-803 kcal,https://www.wendys.com/en-gb/biggie-bag-ps799-spicy-chicken
Wendy's,Biggie Deals,Biggie Bag £7.99 – Wendy’s Single,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-05/Biggie%20Bag%207.99-min_1.png?itok=zd3TrO1n,"A quarter pound* of fresh beef, American cheese, crisp lettuce, tomato, pickle, Heinz ketchup, Heinz mayo, and onion on a toasted bun just the way Dave intended. 4 Pieces of chicken fillet lightly breaded for a crispy outer, then fried to seal in the juicy goodness all with small fries and a small drink.",761-927 kcal,https://www.wendys.com/en-gb/biggie-bag-ps799-wendys-single
Wendy's,Biggie Deals,Biggie Bag £7.99 – Classic Chicken,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Biggie%20Bag%20-%20Classic%20Chicken_0.png?itok=sDyw4h2z,"Our Classic Chicken Sandwich is prepared to perfection using a juicy, lightly breaded, crispy chicken breast. It’s then sandwiched in a toasted bun alongside crunchy lettuce, ripe tomato, pickles and Heinz mayo. Perfectly paired with our nuggets - 4 pieces of chicken fillet lightly breaded for a crispy outer, then fried to seal in the juicy goodness all with small fries and a small drink.",645 - 812 kcal,https://www.wendys.com/en-gb/biggie-bag-ps799-classic-chicken
Wendy's,Combos,Wendy's Single Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Single%20Combo_0.png?itok=qm2wcbKk,"A burger and fries – a match made in food heaven. Add a refreshing drink and you’ve got a seriously good combo for seriously good value.A champion comboStart with a quarter-pound* of fresh beef hot off the grill topped with American cheese, crisp lettuce, ripe tomato, pickle, onion, Heinz ketchup and Heinz mayo all sandwiched between a toasted bun.For more bang for your buck, add a regular soft drink and a side of our signature fries. Natural–cut, skin-on, sea-salted, our French fries are crispy and golden brown on the outside and warm and fluffy on the inside.You’ve got yourself a Wendy’s Combo.",842 - 1039 kcal,https://www.wendys.com/en-gb/menu-items/daves-single-combo
Wendy's,Combos,Wendy's Double Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Double%20Combo_0.png?itok=yROoyfXo,"A half-pound* of fresh beef, American cheese, crisp lettuce, tomato, pickle, Heinz ketchup, Heinz mayo, and onion on a toasted bun. More meat means more to love.  May contain EGG.",1117 - 1314 kcal,https://www.wendys.com/en-gb/menu-items/daves-double-combo
Wendy's,Combos,Wendy's Triple Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Triple%20Combo_0.png?itok=zcs3h3k1,"Ready to meet the heavyweight champ of all things beef? Enter the Wendy’s Triple Cheeseburger.The triple threatOur triple cheeseburger comes stacked with three quarters of pound* of fresh beef straight from the grill. It’s then piled high with American cheese, crisp lettuce, ripe tomato, pickle, onion, Heinz ketchup and Heinz mayo all sandwiched between a warm toasted bun. You’re going to need both hands for this one!",1433 - 1631 kcal,https://www.wendys.com/en-gb/menu-items/daves-triple-combo
Wendy's,Combos,Baconator Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Baconator%20Combo_0.png?itok=xKQ_GQf8,"A half-pound* of fresh beef, American cheese, 6 pieces of crispy Applewood smoked bacon, Heinz ketchup, and Heinz mayo. Carnivores rejoice!",1238 - 1436 kcal,https://www.wendys.com/en-gb/menu-items/baconator-combo
Wendy's,Combos,Grilled Cheese Cheeseburger Single Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/GRILLED%20CHEESE%20-%20SINGLE_0.png?itok=9KkSHeyA,"Cheeseburgers are great. Grilled Cheese Sandwiches are great. A Grilled Cheese Cheeseburger is NEXT LEVEL. Our new Grilled Cheese Cheeseburger comes with one patty of Wendy’s fresh beef, topped with caramelized onions, creamy mayo, and a melty cheese slice, all served between even more cheese with two grilled cheese sandwiches as buns.  It’s the ultimate craving crushing sandwich!",1019 - 1219 kcal,https://www.wendys.com/en-gb/grilled-cheese-cheeseburger-single-combo
Wendy's,Combos,Grilled Cheese Cheeseburger Double Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/GRILLED%20CHEESE%20-%20DOUBLE_0.png?itok=qvqZhyQO,"Cheeseburgers are great. Grilled Cheese Sandwiches are great. A Grilled Cheese Cheeseburger is NEXT LEVEL. Our new Grilled Cheese Cheeseburger comes with two patties of Wendy’s fresh beef, topped with caramelized onions, creamy mayo, and a melty cheese slice, all served between even more cheese with two grilled cheese sandwiches as buns.  It’s the ultimate craving crushing sandwich!",1426 - 1626 kcal,https://www.wendys.com/en-gb/grilled-cheese-cheeseburger-double-combo
Wendy's,Combos,Grilled Cheese Cheeseburger Tripple Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/GRILLED%20CHEESE%20-%20TRIPPLE_0.png?itok=gznFlmLp,"Cheeseburgers are great. Grilled Cheese Sandwiches are great. A Grilled Cheese Cheeseburger is NEXT LEVEL. Our new Grilled Cheese Cheeseburger comes with three patties of Wendy’s fresh beef, topped with caramelized onions, creamy mayo, and a melty cheese slice, all served between even more cheese with two grilled cheese sandwiches as buns.  It’s the ultimate craving crushing sandwich!",1833 - 2033 kcal,https://www.wendys.com/en-gb/grilled-cheese-cheeseburger-tripple-combo
Wendy's,Combos,Spicy Chicken Sandwich Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Spicy%20Chicken%20Combo_0.png?itok=L-9yZIrZ,"A juicy chicken breast marinated and breaded in our unique, fiery blend of peppers and spices to deliver more flavour inside and out, cooled down with crisp lettuce, tomato, and Heinz mayo. Its the original spicy chicken sandwich, and the one you crave.",629 - 827 kcal,https://www.wendys.com/en-gb/menu-items/spicy-chicken-sandwich-combo
